Date,Open,High,Low,Close,Adj Close,Volume
2015-10-05,109.879997,111.370003,109.070000,110.779999,106.580978,52064700
2015-10-06,110.629997,111.739998,109.769997,111.309998,107.090881,48196800
2015-10-07,111.739998,111.769997,109.410004,110.779999,106.580978,46765600
2015-10-08,110.190002,110.190002,108.209999,109.500000,105.349495,61979600
2015-10-09,110.000000,112.279999,109.489998,112.120003,107.870178,52766100
2015-10-12,112.730003,112.750000,111.440002,111.599998,107.369888,30467200
2015-10-13,110.820000,112.449997,110.680000,111.790001,107.552696,33049300
2015-10-14,111.290001,111.519997,109.559998,110.209999,106.032578,44462400
2015-10-15,110.930000,112.099998,110.489998,111.860001,107.620049,37673500
2015-10-16,111.779999,112.000000,110.529999,111.040001,106.831116,39232600
2015-10-19,110.800003,111.750000,110.110001,111.730003,107.494957,29759200
2015-10-20,111.339996,114.169998,110.820000,113.769997,109.457634,48778800
2015-10-21,114.000000,115.580002,113.699997,113.760002,109.448021,41795200
2015-10-22,114.330002,115.500000,114.099998,115.500000,111.122078,41654100
2015-10-23,116.699997,119.230003,116.330002,119.080002,114.566376,59366900
2015-10-26,118.080002,118.129997,114.919998,115.279999,110.910416,66333800
2015-10-27,115.400002,116.540001,113.989998,114.550003,110.208076,69884400
2015-10-28,116.930000,119.300003,116.059998,119.269997,114.749161,85551400
2015-10-29,118.699997,120.690002,118.269997,120.529999,115.961411,51227300
2015-10-30,120.989998,121.220001,119.449997,119.500000,114.970459,49365300
2015-11-02,120.800003,121.360001,119.610001,121.180000,116.586769,32203300
2015-11-03,120.790001,123.489998,120.699997,122.570000,117.924095,45519000
2015-11-04,123.129997,123.820000,121.620003,122.000000,117.375694,44886100
2015-11-05,121.849998,122.690002,120.180000,120.919998,116.834602,39552700
2015-11-06,121.110001,121.809998,120.620003,121.059998,116.969872,33042300
2015-11-09,120.959999,121.809998,120.050003,120.570000,116.496429,33871400
2015-11-10,116.900002,118.070000,116.059998,116.769997,112.824814,59127900
2015-11-11,116.370003,117.419998,115.209999,116.110001,112.187119,45218000
2015-11-12,116.260002,116.820000,115.650002,115.720001,111.810295,32525600
2015-11-13,115.199997,115.570000,112.269997,112.339996,108.544479,45812400
2015-11-16,111.379997,114.239998,111.000000,114.180000,110.322327,38106700
2015-11-17,114.919998,115.050003,113.320000,113.690002,109.848885,27616900
2015-11-18,115.760002,117.489998,115.500000,117.290001,113.327248,46674700
2015-11-19,117.639999,119.750000,116.760002,118.779999,114.766914,43295800
2015-11-20,119.199997,119.919998,118.849998,119.300003,115.269348,34287100
2015-11-23,119.269997,119.730003,117.339996,117.750000,113.771706,32482500
2015-11-24,117.330002,119.349998,117.120003,118.879997,114.863525,42803200
2015-11-25,119.209999,119.230003,117.919998,118.029999,114.042252,21388300
2015-11-27,118.290001,118.410004,117.599998,117.809998,113.829681,13046400
2015-11-30,117.989998,119.410004,117.750000,118.300003,114.303123,39180300
2015-12-01,118.750000,118.809998,116.860001,117.339996,113.375557,34852400
2015-12-02,117.339996,118.110001,116.080002,116.279999,112.351372,33386600
2015-12-03,116.550003,116.790001,114.220001,115.199997,111.307861,41569500
2015-12-04,115.290001,119.250000,115.110001,119.029999,115.008461,57777000
2015-12-07,118.980003,119.860001,117.809998,118.279999,114.283798,32084200
2015-12-08,117.519997,118.599998,116.860001,118.230003,114.235489,34309500
2015-12-09,117.639999,117.690002,115.080002,115.620003,111.713676,46361400
2015-12-10,116.040001,116.940002,115.510002,116.169998,112.245087,29104200
2015-12-11,115.190002,115.389999,112.849998,113.180000,109.356125,46886200
2015-12-14,112.180000,112.680000,109.790001,112.480003,108.679771,64318700
2015-12-15,111.940002,112.800003,110.349998,110.489998,106.756989,53323100
2015-12-16,111.070000,111.989998,108.800003,111.339996,107.578270,56238500
2015-12-17,112.019997,112.250000,108.980003,108.980003,105.298019,44772800
2015-12-18,108.910004,109.519997,105.809998,106.029999,102.447670,96453300
2015-12-21,107.279999,107.370003,105.570000,107.330002,103.703766,47590600
2015-12-22,107.400002,107.720001,106.449997,107.230003,103.607155,32789400
2015-12-23,107.269997,108.849998,107.199997,108.610001,104.940506,32657400
2015-12-24,109.000000,109.000000,107.949997,108.029999,104.380112,13570400
2015-12-28,107.589996,107.690002,106.180000,106.820000,103.210999,26704200
2015-12-29,106.959999,109.430000,106.860001,108.739998,105.066116,30931200
2015-12-30,108.580002,108.699997,107.180000,107.320000,103.694107,25213800
2015-12-31,107.010002,107.029999,104.820000,105.260002,101.703697,40635300
2016-01-04,102.610001,105.370003,102.000000,105.349998,101.790649,67649400
2016-01-05,105.750000,105.849998,102.410004,102.709999,99.239845,55791000
2016-01-06,100.559998,102.370003,99.870003,100.699997,97.297760,68457400
2016-01-07,98.680000,100.129997,96.430000,96.449997,93.191338,81094400
2016-01-08,98.550003,99.110001,96.760002,96.959999,93.684120,70798000
2016-01-11,98.970001,99.059998,97.339996,98.529999,95.201073,49739400
2016-01-12,100.550003,100.690002,98.839996,99.959999,96.582756,49154200
2016-01-13,100.320000,101.190002,97.300003,97.389999,94.099594,62439600
2016-01-14,97.959999,100.480003,95.739998,99.519997,96.157608,63170100
2016-01-15,96.199997,97.709999,95.360001,97.129997,93.848373,79010000
2016-01-19,98.410004,98.650002,95.500000,96.660004,93.394257,53087700
2016-01-20,95.099998,98.190002,93.419998,96.790001,93.519867,72334400
2016-01-21,97.059998,97.879997,94.940002,96.300003,93.046417,52161500
2016-01-22,98.629997,101.459999,98.370003,101.419998,97.993423,65800500
2016-01-25,101.519997,101.529999,99.209999,99.440002,96.080322,51794500
2016-01-26,99.930000,100.879997,98.070000,99.989998,96.611740,75077000
2016-01-27,96.040001,96.629997,93.339996,93.419998,90.263725,133369700
2016-01-28,93.790001,94.519997,92.389999,94.089996,90.911087,55678800
2016-01-29,94.790001,97.339996,94.349998,97.339996,94.051270,64416500
2016-02-01,96.470001,96.709999,95.400002,96.430000,93.172028,40943500
2016-02-02,95.419998,96.040001,94.279999,94.480003,91.287910,37357200
2016-02-03,95.000000,96.839996,94.080002,96.349998,93.094734,45964300
2016-02-04,95.860001,97.330002,95.190002,96.599998,93.842743,46471700
2016-02-05,96.519997,96.919998,93.690002,94.019997,91.336388,46418100
2016-02-08,93.129997,95.699997,93.040001,95.010002,92.298134,54021400
2016-02-09,94.290001,95.940002,93.930000,94.989998,92.278694,44331200
2016-02-10,95.919998,96.349998,94.099998,94.269997,91.579254,42343600
2016-02-11,93.790001,94.720001,92.589996,93.699997,91.025528,50074700
2016-02-12,94.190002,94.500000,93.010002,93.989998,91.307251,40351400
2016-02-16,95.019997,96.849998,94.610001,96.639999,93.881607,49057900
2016-02-17,96.669998,98.209999,96.150002,98.120003,95.319359,44863200
2016-02-18,98.839996,98.889999,96.089996,96.260002,93.512459,39021000
2016-02-19,96.000000,96.760002,95.800003,96.040001,93.298737,35374200
2016-02-22,96.309998,96.900002,95.919998,96.879997,94.114754,34280800
2016-02-23,96.400002,96.500000,94.550003,94.690002,91.987267,31942600
2016-02-24,93.980003,96.379997,93.320000,96.099998,93.357018,36255700
2016-02-25,96.050003,96.760002,95.250000,96.760002,93.998184,27582700
2016-02-26,97.199997,98.019997,96.580002,96.910004,94.143906,28991100
2016-02-29,96.860001,98.230003,96.650002,96.690002,93.930183,35216300
2016-03-01,97.650002,100.769997,97.419998,100.529999,97.660561,50407100
2016-03-02,100.510002,100.889999,99.639999,100.750000,97.874298,33169600
2016-03-03,100.580002,101.709999,100.449997,101.500000,98.602882,36955700
2016-03-04,102.370003,103.750000,101.370003,103.010002,100.069786,46055100
2016-03-07,102.389999,102.830002,100.959999,101.870003,98.962318,35828900
2016-03-08,100.779999,101.760002,100.400002,101.029999,98.146294,31561900
2016-03-09,101.309998,101.580002,100.269997,101.120003,98.233734,27201700
2016-03-10,101.410004,102.239998,100.150002,101.169998,98.282295,33513600
2016-03-11,102.239998,102.279999,101.500000,102.260002,99.341187,27408200
2016-03-14,101.910004,102.910004,101.779999,102.519997,99.593773,25076100
2016-03-15,103.959999,105.180000,103.849998,104.580002,101.594978,40067700
2016-03-16,104.610001,106.309998,104.589996,105.970001,102.945305,38303500
2016-03-17,105.519997,106.470001,104.959999,105.800003,102.780144,34420700
2016-03-18,106.339996,106.500000,105.190002,105.919998,102.896729,44205200
2016-03-21,105.930000,107.650002,105.139999,105.910004,102.887009,35502700
2016-03-22,105.250000,107.290001,105.209999,106.720001,103.673882,32444400
2016-03-23,106.480003,107.070000,105.900002,106.129997,103.100731,25703500
2016-03-24,105.470001,106.250000,104.889999,105.669998,102.653854,26133000
2016-03-28,106.000000,106.190002,105.059998,105.190002,102.187561,19411400
2016-03-29,104.889999,107.790001,104.879997,107.680000,104.606491,31190100
2016-03-30,108.650002,110.419998,108.599998,109.559998,106.432831,45601100
2016-03-31,109.720001,109.900002,108.879997,108.989998,105.879097,25888400
2016-04-01,108.779999,110.000000,108.199997,109.989998,106.850548,25874000
2016-04-04,110.419998,112.190002,110.269997,111.120003,107.948303,37356200
2016-04-05,109.510002,110.730003,109.419998,109.809998,106.675682,26578700
2016-04-06,110.230003,110.980003,109.199997,110.959999,107.792870,26404100
2016-04-07,109.949997,110.419998,108.120003,108.540001,105.441956,31801900
2016-04-08,108.910004,109.769997,108.169998,108.660004,105.558517,23581700
2016-04-11,108.970001,110.610001,108.830002,109.019997,105.908234,29407500
2016-04-12,109.339996,110.500000,108.660004,110.440002,107.287712,27232300
2016-04-13,110.800003,112.339996,110.800003,112.040001,108.842041,33257300
2016-04-14,111.620003,112.389999,111.330002,112.099998,108.900322,25473900
2016-04-15,112.110001,112.300003,109.730003,109.849998,106.714546,46939000
2016-04-18,108.889999,108.949997,106.940002,107.480003,104.412193,60834000
2016-04-19,107.879997,108.000000,106.230003,106.910004,103.858475,32384900
2016-04-20,106.639999,108.089996,106.059998,107.129997,104.072182,30611000
2016-04-21,106.930000,106.930000,105.519997,105.970001,102.945305,31552500
2016-04-22,105.010002,106.480003,104.620003,105.680000,102.663574,33683100
2016-04-25,105.000000,105.650002,104.510002,105.080002,102.080704,28031600
2016-04-26,103.910004,105.300003,103.910004,104.349998,101.371529,56016200
2016-04-27,96.000000,98.709999,95.680000,97.820000,95.027931,114602100
2016-04-28,97.610001,97.879997,94.250000,94.830002,92.123268,82242700
2016-04-29,93.989998,94.720001,92.510002,93.739998,91.064392,68531500
2016-05-02,93.970001,94.080002,92.400002,93.639999,90.967239,48160100
2016-05-03,94.199997,95.739998,93.680000,95.180000,92.463280,56831300
2016-05-04,95.199997,95.900002,93.820000,94.190002,91.501541,41025500
2016-05-05,94.000000,94.070000,92.680000,93.239998,91.130135,35890500
2016-05-06,93.370003,93.449997,91.849998,92.720001,90.621895,43458200
2016-05-09,93.000000,93.769997,92.589996,92.790001,90.690315,32936400
2016-05-10,93.330002,93.570000,92.110001,93.419998,91.306053,33686800
2016-05-11,93.480003,93.570000,92.459999,92.510002,90.416656,28719100
2016-05-12,92.720001,92.779999,89.470001,90.339996,88.295753,76314700
2016-05-13,90.000000,91.669998,90.000000,90.519997,88.471680,44392800
2016-05-16,92.389999,94.389999,91.650002,93.879997,91.755653,61259800
2016-05-17,94.550003,94.699997,93.010002,93.489998,91.374474,46916900
2016-05-18,94.160004,95.209999,93.889999,94.559998,92.420265,42062400
2016-05-19,94.639999,94.639999,93.570000,94.199997,92.068405,30442100
2016-05-20,94.639999,95.430000,94.519997,95.220001,93.065338,32026000
2016-05-23,95.870003,97.190002,95.669998,96.430000,94.247940,38018600
2016-05-24,97.220001,98.089996,96.839996,97.900002,95.684692,35140200
2016-05-25,98.669998,99.739998,98.110001,99.620003,97.365761,38168800
2016-05-26,99.680000,100.730003,98.639999,100.410004,98.137901,56331200
2016-05-27,99.440002,100.470001,99.250000,100.349998,98.079239,36229500
2016-05-31,99.599998,100.400002,98.820000,99.860001,97.600334,42307200
2016-06-01,99.019997,99.540001,98.330002,98.459999,96.232025,29173300
2016-06-02,97.599998,97.839996,96.629997,97.720001,95.508759,40191600
2016-06-03,97.790001,98.269997,97.449997,97.919998,95.704224,28062900
2016-06-06,97.989998,101.889999,97.550003,98.629997,96.398163,23292500
2016-06-07,99.250000,99.870003,98.959999,99.029999,96.789108,22409500
2016-06-08,99.019997,99.559998,98.680000,98.940002,96.701157,20848100
2016-06-09,98.500000,99.989998,98.459999,99.650002,97.395081,26601400
2016-06-10,98.529999,99.349998,98.480003,98.830002,96.593636,31712900
2016-06-13,98.690002,99.120003,97.099998,97.339996,95.137352,38020500
2016-06-14,97.320000,98.480003,96.750000,97.459999,95.254646,31931900
2016-06-15,97.820000,98.410004,97.029999,97.139999,94.941887,29445200
2016-06-16,96.449997,97.750000,96.070000,97.550003,95.342613,31326800
2016-06-17,96.620003,96.650002,95.300003,95.330002,93.172836,61008200
2016-06-20,96.000000,96.570000,95.029999,95.099998,92.948044,34411900
2016-06-21,94.940002,96.349998,94.680000,95.910004,93.739723,35546400
2016-06-22,96.250000,96.889999,95.349998,95.550003,93.387871,29219100
2016-06-23,95.940002,96.290001,95.250000,96.099998,93.925415,32240200
2016-06-24,92.910004,94.660004,92.650002,93.400002,91.286514,75311400
2016-06-27,93.000000,93.050003,91.500000,92.040001,89.957291,45489600
2016-06-28,92.900002,93.660004,92.139999,93.589996,91.472214,40444900
2016-06-29,93.970001,94.550003,93.629997,94.400002,92.263885,36531000
2016-06-30,94.440002,95.769997,94.300003,95.599998,93.436729,35836400
2016-07-01,95.489998,96.470001,95.330002,95.889999,93.720169,26026500
2016-07-05,95.389999,95.400002,94.459999,94.989998,92.840523,27705200
2016-07-06,94.599998,95.660004,94.370003,95.529999,93.368317,30949100
2016-07-07,95.699997,96.500000,95.620003,95.940002,93.769043,25139600
2016-07-08,96.489998,96.889999,96.050003,96.680000,94.492294,28912100
2016-07-11,96.750000,97.650002,96.730003,96.980003,94.785500,23794900
2016-07-12,97.169998,97.699997,97.120003,97.419998,95.215546,24167500
2016-07-13,97.410004,97.669998,96.839996,96.870003,94.678001,25892200
2016-07-14,97.389999,98.989998,97.320000,98.790001,96.554558,38919000
2016-07-15,98.919998,99.300003,98.500000,98.779999,96.544777,30137000
2016-07-18,98.699997,100.129997,98.599998,99.830002,97.571014,36493900
2016-07-19,99.559998,100.000000,99.339996,99.870003,97.610107,23779900
2016-07-20,100.000000,100.459999,99.739998,99.959999,97.698074,26276000
2016-07-21,99.830002,101.000000,99.129997,99.430000,97.180069,32702000
2016-07-22,99.260002,99.300003,98.309998,98.660004,96.427490,28313700
2016-07-25,98.250000,98.839996,96.919998,97.339996,95.137352,40382900
2016-07-26,96.820000,97.970001,96.419998,96.669998,94.482521,56239800
2016-07-27,104.269997,104.349998,102.750000,102.949997,100.620415,92344800
2016-07-28,102.830002,104.449997,102.820000,104.339996,101.978951,39869800
2016-07-29,104.190002,104.550003,103.680000,104.209999,101.851898,27733700
2016-08-01,104.410004,106.150002,104.410004,106.050003,103.650261,38167900
2016-08-02,106.050003,106.070000,104.000000,104.480003,102.115791,33816600
2016-08-03,104.809998,105.839996,104.769997,105.790001,103.396149,30202600
2016-08-04,105.580002,106.000000,105.279999,105.870003,104.034889,27408700
2016-08-05,106.269997,107.650002,106.180000,107.480003,105.616966,40553400
2016-08-08,107.519997,108.370003,107.160004,108.370003,106.491547,28037200
2016-08-09,108.230003,108.940002,108.010002,108.809998,106.923920,26315200
2016-08-10,108.709999,108.900002,107.760002,108.000000,106.127960,24008500
2016-08-11,108.519997,108.930000,107.849998,107.930000,106.059174,27484500
2016-08-12,107.779999,108.440002,107.779999,108.180000,106.304840,18660400
2016-08-15,108.139999,109.540001,108.080002,109.480003,107.582306,25868200
2016-08-16,109.629997,110.230003,109.209999,109.379997,107.484032,33794400
2016-08-17,109.099998,109.370003,108.339996,109.220001,107.326820,25356000
2016-08-18,109.230003,109.599998,109.019997,109.080002,107.189247,21984700
2016-08-19,108.769997,109.690002,108.360001,109.360001,107.464386,25368100
2016-08-22,108.860001,109.099998,107.849998,108.510002,106.629120,25820200
2016-08-23,108.589996,109.320000,108.529999,108.849998,106.963219,21257700
2016-08-24,108.570000,108.750000,107.680000,108.029999,106.157440,23675100
2016-08-25,107.389999,107.879997,106.680000,107.570000,105.705414,25086200
2016-08-26,107.410004,107.949997,106.309998,106.940002,105.086334,27766300
2016-08-29,106.620003,107.440002,106.290001,106.820000,104.968414,24970300
2016-08-30,105.800003,106.500000,105.500000,106.000000,104.162621,24863900
2016-08-31,105.660004,106.570000,105.639999,106.099998,104.260887,29662400
2016-09-01,106.139999,106.800003,105.620003,106.730003,104.879982,26701500
2016-09-02,107.699997,108.000000,106.820000,107.730003,105.862648,26802500
2016-09-06,107.900002,108.300003,107.510002,107.699997,105.833153,26880400
2016-09-07,107.830002,108.760002,107.070000,108.360001,106.481720,42364300
2016-09-08,107.250000,107.269997,105.239998,105.519997,103.690956,53002000
2016-09-09,104.639999,105.720001,103.129997,103.129997,101.342369,46557000
2016-09-12,102.650002,105.720001,102.529999,105.440002,103.612335,45292800
2016-09-13,107.510002,108.790001,107.239998,107.949997,106.078827,62176200
2016-09-14,108.730003,113.029999,108.599998,111.769997,109.832603,110888700
2016-09-15,113.860001,115.730003,113.489998,115.570000,113.566742,89983600
2016-09-16,115.120003,116.129997,114.040001,114.919998,112.928009,79886900
2016-09-19,115.190002,116.180000,113.250000,113.580002,111.611237,47023000
2016-09-20,113.050003,114.120003,112.510002,113.570000,111.601410,34514300
2016-09-21,113.849998,113.989998,112.440002,113.550003,111.581757,36003200
2016-09-22,114.349998,114.940002,114.000000,114.620003,112.633217,31074000
2016-09-23,114.419998,114.790001,111.550003,112.709999,110.756317,52481200
2016-09-26,111.639999,113.389999,111.550003,112.879997,110.923363,29869400
2016-09-27,113.000000,113.180000,112.339996,113.089996,111.129723,24607400
2016-09-28,113.690002,114.639999,113.430000,113.949997,111.974823,29641100
2016-09-29,113.160004,113.800003,111.800003,112.180000,110.235504,35887000
2016-09-30,112.459999,113.370003,111.800003,113.050003,111.090431,36379100
2016-10-03,112.709999,113.050003,112.279999,112.519997,110.569603,21701800
2016-10-04,113.059998,114.309998,112.629997,113.000000,111.041290,29736800
2016-10-05,113.400002,113.660004,112.690002,113.050003,111.090431,21453100
2016-10-06,113.699997,114.339996,113.129997,113.889999,111.915863,28779300
2016-10-07,114.309998,114.559998,113.510002,114.059998,112.082916,24358400
2016-10-10,115.019997,116.750000,114.720001,116.050003,114.038429,36236000
2016-10-11,117.699997,118.690002,116.199997,116.300003,114.284088,64041000
2016-10-12,117.349998,117.980003,116.750000,117.339996,115.306061,37586800
2016-10-13,116.790001,117.440002,115.720001,116.980003,114.952301,35192400
2016-10-14,117.879997,118.169998,117.129997,117.629997,115.591034,35652200
2016-10-17,117.330002,117.839996,116.779999,117.550003,115.512428,23624900
2016-10-18,118.180000,118.209999,117.449997,117.470001,115.433815,24553500
2016-10-19,117.250000,117.760002,113.800003,117.120003,115.089874,20034600
2016-10-20,116.860001,117.379997,116.330002,117.059998,115.030914,24125800
2016-10-21,116.809998,116.910004,116.279999,116.599998,114.578880,23192700
2016-10-24,117.099998,117.739998,117.000000,117.650002,115.610680,23538700
2016-10-25,117.949997,118.360001,117.309998,118.250000,116.200294,48129000
2016-10-26,114.309998,115.699997,113.309998,115.589996,113.586395,66134200
2016-10-27,115.389999,115.860001,114.099998,114.480003,112.495644,34562000
2016-10-28,113.870003,115.209999,113.449997,113.720001,111.748817,37861700
2016-10-31,113.650002,114.230003,113.199997,113.540001,111.571930,26419400
2016-11-01,113.459999,113.769997,110.529999,111.489998,109.557465,43825800
2016-11-02,111.400002,112.349998,111.230003,111.589996,109.655731,28331700
2016-11-03,110.980003,111.459999,109.550003,109.830002,108.480354,26932600
2016-11-04,108.529999,110.250000,108.110001,108.839996,107.502518,30837000
2016-11-07,110.080002,110.510002,109.459999,110.410004,109.053238,32560000
2016-11-08,110.309998,111.720001,109.699997,111.059998,109.695236,24054500
2016-11-09,109.879997,111.320000,108.050003,110.879997,109.517456,59176400
2016-11-10,111.089996,111.089996,105.830002,107.790001,106.465424,57134500
2016-11-11,107.120003,108.870003,106.550003,108.430000,107.097557,34094100
2016-11-14,107.709999,107.809998,104.080002,105.709999,104.410980,51175500
2016-11-15,106.570000,107.680000,106.160004,107.110001,105.793777,32264500
2016-11-16,106.699997,110.230003,106.599998,109.989998,108.638382,58840500
2016-11-17,109.809998,110.349998,108.830002,109.949997,108.598877,27632000
2016-11-18,109.720001,110.540001,109.660004,110.059998,108.707527,28428900
2016-11-21,110.120003,111.989998,110.010002,111.730003,110.357010,29264600
2016-11-22,111.949997,112.419998,111.400002,111.800003,110.426147,25965500
2016-11-23,111.360001,111.510002,110.330002,111.230003,109.863159,27426400
2016-11-25,111.129997,111.870003,110.949997,111.790001,110.416275,11475900
2016-11-28,111.430000,112.470001,111.389999,111.570000,110.198975,27194000
2016-11-29,110.779999,112.029999,110.070000,111.459999,110.090332,28528800
2016-11-30,111.599998,112.199997,110.269997,110.519997,109.161880,36162300
2016-12-01,110.370003,110.940002,109.029999,109.489998,108.144531,37086900
2016-12-02,109.169998,110.089996,108.849998,109.900002,108.549500,26528000
2016-12-05,110.000000,110.029999,108.250000,109.110001,107.769203,34324500
2016-12-06,109.500000,110.360001,109.190002,109.949997,108.598877,26195500
2016-12-07,109.260002,111.190002,109.160004,111.029999,109.665604,29998700
2016-12-08,110.860001,112.430000,110.599998,112.120003,110.742218,27068300
2016-12-09,112.309998,114.699997,112.309998,113.949997,112.549728,34402600
2016-12-12,113.290001,115.000000,112.489998,113.300003,111.907722,26374400
2016-12-13,113.839996,115.919998,113.750000,115.190002,113.774490,43733800
2016-12-14,115.040001,116.199997,114.980003,115.190002,113.774490,34031800
2016-12-15,115.379997,116.730003,115.230003,115.820000,114.396751,46524500
2016-12-16,116.470001,116.500000,115.650002,115.970001,114.544907,44351100
2016-12-19,115.800003,117.379997,115.750000,116.639999,115.206673,27779400
2016-12-20,116.739998,117.500000,116.680000,116.949997,115.512863,21425000
2016-12-21,116.800003,117.400002,116.779999,117.059998,115.621513,23783200
2016-12-22,116.349998,116.510002,115.639999,116.290001,114.860977,26085900
2016-12-23,115.589996,116.519997,115.589996,116.519997,115.088142,14181200
2016-12-27,116.519997,117.800003,116.489998,117.260002,115.819054,18296900
2016-12-28,117.519997,118.019997,116.199997,116.760002,115.325203,20905900
2016-12-29,116.449997,117.110001,116.400002,116.730003,115.295570,15039500
2016-12-30,116.650002,117.199997,115.430000,115.820000,114.396751,30586300
2017-01-03,115.800003,116.330002,114.760002,116.150002,114.722694,28781900
2017-01-04,115.849998,116.510002,115.750000,116.019997,114.594292,21118100
2017-01-05,115.919998,116.860001,115.809998,116.610001,115.177040,22193600
2017-01-06,116.779999,118.160004,116.470001,117.910004,116.461075,31751900
2017-01-09,117.949997,119.430000,117.940002,118.989998,117.527794,33561900
2017-01-10,118.769997,119.379997,118.300003,119.110001,117.646317,24462100
2017-01-11,118.739998,119.930000,118.599998,119.750000,118.278458,27588600
2017-01-12,118.900002,119.300003,118.209999,119.250000,117.784599,27086200
2017-01-13,119.110001,119.620003,118.809998,119.040001,117.577179,26111900
2017-01-17,118.339996,120.239998,118.220001,120.000000,118.525383,34439800
2017-01-18,120.000000,120.500000,119.709999,119.989998,118.515503,23713000
2017-01-19,119.400002,120.089996,119.370003,119.779999,118.308083,25597300
2017-01-20,120.449997,120.449997,119.730003,120.000000,118.525383,32597900
2017-01-23,120.000000,120.809998,119.769997,120.080002,118.604401,22050200
2017-01-24,119.550003,120.099998,119.500000,119.970001,118.495758,23211000
2017-01-25,120.419998,122.099998,120.279999,121.879997,120.382278,32377600
2017-01-26,121.669998,122.440002,121.599998,121.940002,120.441551,26337600
2017-01-27,122.139999,122.349998,121.599998,121.949997,120.451416,20562900
2017-01-30,120.930000,121.629997,120.660004,121.629997,120.135345,30377500
2017-01-31,121.150002,121.389999,120.620003,121.349998,119.858795,49201000
2017-02-01,127.029999,130.490005,127.010002,128.750000,127.167854,111985000
2017-02-02,127.980003,129.389999,127.779999,128.529999,126.950554,33710400
2017-02-03,128.309998,129.190002,128.160004,129.080002,127.493805,24507300
2017-02-06,129.130005,130.500000,128.899994,130.289993,128.688934,26845900
2017-02-07,130.539993,132.089996,130.449997,131.529999,129.913696,38183800
2017-02-08,131.350006,132.220001,131.220001,132.039993,130.417435,23004100
2017-02-09,131.649994,132.449997,131.119995,132.419998,131.359818,28349900
2017-02-10,132.460007,132.940002,132.050003,132.119995,131.062225,20065500
2017-02-13,133.080002,133.820007,132.750000,133.289993,132.222839,23035400
2017-02-14,133.470001,135.089996,133.250000,135.020004,133.939011,33226200
2017-02-15,135.520004,136.270004,134.619995,135.509995,134.425079,35623100
2017-02-16,135.669998,135.899994,134.839996,135.350006,134.266357,22584600
2017-02-17,135.100006,135.830002,135.100006,135.720001,134.633408,22198200
2017-02-21,136.229996,136.750000,135.979996,136.699997,135.605560,24507200
2017-02-22,136.429993,137.119995,136.110001,137.110001,136.012268,20836900
2017-02-23,137.380005,137.479996,136.300003,136.529999,135.436920,20788200
2017-02-24,135.910004,136.660004,135.279999,136.660004,135.565887,21776600
2017-02-27,137.139999,137.440002,136.279999,136.929993,135.833710,20257400
2017-02-28,137.080002,137.440002,136.699997,136.990005,135.893250,23482900
2017-03-01,137.889999,140.149994,137.600006,139.789993,138.670807,36414600
2017-03-02,140.000000,140.279999,138.759995,138.960007,137.847473,26211000
2017-03-03,138.779999,139.830002,138.589996,139.779999,138.660889,21108100
2017-03-06,139.369995,139.770004,138.600006,139.339996,138.224426,21750000
2017-03-07,139.059998,139.979996,138.789993,139.520004,138.402985,17446300
2017-03-08,138.949997,139.800003,138.820007,139.000000,137.887146,18707200
2017-03-09,138.740005,138.789993,137.050003,138.679993,137.569687,22155900
2017-03-10,139.250000,139.360001,138.639999,139.139999,138.026016,19612800
2017-03-13,138.850006,139.429993,138.820007,139.199997,138.085541,17421700
2017-03-14,139.300003,139.649994,138.839996,138.990005,137.877228,15309100
2017-03-15,139.410004,140.750000,139.029999,140.460007,139.335464,25691800
2017-03-16,140.720001,141.020004,140.259995,140.690002,139.563614,19232000
2017-03-17,141.000000,141.000000,139.889999,139.990005,138.869217,43885000
2017-03-20,140.399994,141.500000,140.229996,141.460007,140.327454,21542000
2017-03-21,142.110001,142.800003,139.729996,139.839996,138.720413,39529900
2017-03-22,139.850006,141.600006,139.759995,141.419998,140.287766,25860200
2017-03-23,141.259995,141.580002,140.610001,140.919998,139.791763,20346300
2017-03-24,141.500000,141.740005,140.350006,140.639999,139.514008,22395600
2017-03-27,139.389999,141.220001,138.619995,140.880005,139.752106,23575100
2017-03-28,140.910004,144.039993,140.619995,143.800003,142.648712,33374800
2017-03-29,143.679993,144.490005,143.190002,144.119995,142.966141,29190000
2017-03-30,144.190002,144.500000,143.500000,143.929993,142.777664,21207300
2017-03-31,143.720001,144.270004,143.009995,143.660004,142.509842,19661700
2017-04-03,143.710007,144.119995,143.050003,143.699997,142.549515,19985700
2017-04-04,143.250000,144.889999,143.169998,144.770004,143.610962,19891400
2017-04-05,144.220001,145.460007,143.809998,144.020004,142.866959,27717900
2017-04-06,144.289993,144.520004,143.449997,143.660004,142.509842,21149000
2017-04-07,143.729996,144.179993,143.270004,143.339996,142.192398,16672200
2017-04-10,143.600006,143.880005,142.899994,143.169998,142.023758,18933400
2017-04-11,142.940002,143.350006,140.059998,141.630005,140.496094,30379400
2017-04-12,141.600006,142.149994,141.009995,141.800003,140.664734,20350000
2017-04-13,141.910004,142.380005,141.050003,141.050003,139.920731,17822900
2017-04-17,141.479996,141.880005,140.869995,141.830002,140.694489,16582100
2017-04-18,141.410004,142.039993,141.110001,141.199997,140.069519,14697500
2017-04-19,141.880005,142.000000,140.449997,140.679993,139.553696,17328400
